"
              The Year of the Puppy
            ","
                  Alexandra Horowitz "
"
              The Sporty One
            ","
                  Melanie Chisholm "
"
              Glow in the F*cking Dark
            ","
                Tara Schuster "
"
              Bonhoeffer
            ","
                Eric Metaxas "
"
              Con/Artist
            ","
                  Tony Tetro "
"
              Surrender
            ","
                Bono "
"
              What Happened
            ","
                  Hillary Rodham Clinton "
"
              Angela's Ashes
            ","
                Frank McCourt "
"
              Finding Freedom
            ","
                  Omid Scobie "
"
              Waypoints
            ","
                Sam Heughan "
"
              The Beauty of Dusk: On Vision...
            ","
                Frank Bruni "
"
              Dear Girls
            ","
                Ali Wong "
"
              Save Me the Plums
            ","
                  Ruth Reichl "
"
              The Happiness Project
            ","
                Gretchen Rubin "
"
              The House of Kennedy
            ","
                James Patterson "
"
              Funny Farm
            ","
                  Laurie Zaleski "
"
              The Doctors Blackwell
            ","
                Janice P. Nimura "
"
              Inheritance
            ","
                Dani Shapiro "
"
              Permanent Astonishment
            ","
                Tomson Highway "
"
              Truman
            ","
                  David McCullough "
"
              The Gift
            ","
                Edith Eva Eger "
"
              Wise Gals
            ","
                Nathalia Holt "
"
              The Appalachian Trail
            ","
                  Philip D'Anieri "
"
              Mohandas Gandhi
            ","
                  Dona Rice "
"
              Year of the Tiger
            ","
                  Alice Wong "
"
              The Last Folk Hero
            ","
                Jeff Pearlman "
"
              Who Is Tom Brady?
            ","
                  James Buckley, Jr. "
"
              The Magnolia Story
            ","
                  Chip Gaines "
"
              The White House Plumbers
            ","
                  Egil ""Bud"" Krogh "
"
              The President and the Freedom...
            ","
                  Brian Kilmeade "
"
              The Hope We Hold
            ","
                  Jeremy Vuolo "
"
              Mornings On Horseback
            ","
                  David McCullough "
"
              Women We Buried, Women We Burned
            ","
                Rachel Louise Snyder "
"
              The Last Lion: Winston...
            ","
                  William Manchester "
"
              Under the Tuscan Sun
            ","
                Frances Mayes "
"
              The Man Who Mistook His Wife...
            ","
                Oliver Sacks "
"
              Uphill
            ","
                  Jemele Hill "
"
              The Professor and the Madman
            ","
                  Simon Winchester "
"
              Heart Berries
            ","
                  Terese Marie Mailhot "
"
              A Stolen Life
            ","
                Jaycee Dugard "
"
              Educated
            ","
                  Tara Westover "
"
              Black Ops
            ","
                Ric Prado "
"
              Lost in the Valley of Death
            ","
                Harley Rustad "
"
              Shakespeare Saved My Life
            ","
                Laura Bates "
"
              Vacuuming in the Nude
            ","
                Peggy Rowe "
"
              Blue Nights
            ","
                Joan Didion "
"
              Truth & Beauty
            ","
                Ann Patchett "
"
              Long Walk to Freedom
            ","
                  Michael Boatman "
"
              The Last Lecture
            ","
                  Randy Pausch "
"
              Seabiscuit
            ","
                  Laura Hillenbrand "
"
              Why Didn't You Tell Me?
            ","
                  Carmen Rita Wong "
"
              I Take My Coffee Black
            ","
                  Tyler Merritt "
"
              Storyworthy
            ","
                  Matthew Dicks "
"
              Foreverland
            ","
                  Heather Havrilesky "
"
              Women in White Coats
            ","
                  Olivia Campbell "
"
              The Black Count
            ","
                  Tom Reiss "
"
              A Place in the World
            ","
                  Frances Mayes "
"
              The Babysitter
            ","
                  Liza Rodman "
"
              Heavy: an American Memoir
            ","
                Kiese Laymon "
"
              From Here to Eternity:...
            ","
                  Caitlin Doughty "
"
              Me
            ","
                Elton John "
"
              Educated
            ","
                Tara Westover "
"
              Coming Up Clutch
            ","
                Matt Doeden "
"
              This is Going to Hurt
            ","
                Adam Kay "
"
              I Want to Be Where the Normal...
            ","
                  Rachel Bloom "
"
              Lone Survivor
            ","
                  Marcus Luttrell "
"
              The Pope at War
            ","
                  David I. Kertzer "
"
              The Professor and the Madman
            ","
                Simon Winchester "
"
              Deaf Utopia
            ","
                  Nyle DiMarco "
"
              Fear and Loathing in Las...
            ","
                  Hunter S. Thompson "
"
              Uncanny Valley
            ","
                  Anna Wiener "
"
              All-American Murder
            ","
                  James Patterson "
"
              The Story of My Life
            ","
                Helen Keller "
"
              The Speckled Beauty
            ","
                  Rick Bragg "
"
              With the Old Breed
            ","
                E.B. Sledge "
"
              Not All Diamonds and Rosé
            ","
                Dave Quinn "
"
              The Wreckage of My Presence
            ","
                  Casey Wilson "
"
              In a Sunburned Country
            ","
                Bill Bryson "
"
              Empty Mansions
            ","
                  Bill Dedman "
"
              The Meaning of Mariah Carey
            ","
                Mariah Carey "
"
              Michael Jordan
            ","
                Nathan Aaseng "
"
              Will My Cat Eat My Eyeballs?:...
            ","
                  Caitlin Doughty "
"
              Five Presidents: My...
            ","
                  Clint Hill "
"
              The Book of Charlie
            ","
                David Von Drehle "
"
              Grace
            ","
                Cody Keenan "
"
              Back to the Prairie: a Home...
            ","
                  Melissa Gilbert "
"
              A Promised Land
            ","
                  Barack Obama "
"
              Blood and Treasure
            ","
                  Bob Drury "
"
              A Higher Loyalty
            ","
                  James Comey "
"
              Be Water, My Friend
            ","
                  Shannon Lee "
"
              You'll Grow Out of It
            ","
                Jessi Klein "
"
              Let My People Go Surfing
            ","
                  Yvon Chouinard "
"
              Long Walk to Freedom
            ","
                  Michael Boatman "
"
              Speak: Find Your Voice, Trust...
            ","
                Tunde Oyeneyin "
"
              Tomboy
            ","
                  Liz Prince "
"
              Catch Me If You Can
            ","
                  Frank W. Abagnale "
"
              Unorthodox
            ","
                Deborah Feldman "
"
              Act Like You Got Some Sense
            ","
                  Jamie Foxx "
"
              Unthinkable
            ","
                Jamie Raskin "
"
              South
            ","
                Ernest Henry Shackleton "
"
              Mountains Beyond Mountains
            ","
                  Tracy Kidder "
"
              The Soul of a Woman
            ","
                Isabel Allende "
"
              The Beauty of Dusk
            ","
                  Frank Bruni "
"
              Solutions and Other Problems
            ","
                Allie Brosh "
"
              Devotion
            ","
                  Adam Makos "
"
              Promises to Keep
            ","
                Sharon Robinson "
"
              The Unseen Body
            ","
                  Jonathan Reisman, M.D. "
"
              Three Weeks with My Brother
            ","
                  Nicholas Sparks "
"
              The Bully Pulpit
            ","
                  Doris Kearns Goodwin "
"
              A Stolen Life: a Memoir
            ","
                  Jaycee Dugard "
"
              Stranger Beside Me
            ","
                  Ann Rule "
"
              Anna: the Biography
            ","
                Amy Odell "
"
              First, We Make the Beast...
            ","
                  Sarah Wilson "
"
              The Lego Story
            ","
                  Jens Andersen "
"
              Mr. B
            ","
                Jennifer Homans "
"
              The Girls Who Stepped Out of...
            ","
                  Mari K. Eder "
"
              My Family and Other Animals
            ","
                Gerald Durrell "
"
              All Creatures Great and Small
            ","
                  James Herriot "
"
              The Road to Jonestown: Jim...
            ","
                  Jeff Guinn "
"
              Not My Father's Son
            ","
                  Alan Cumming "
"
              Seeking Allah, Finding Jesus
            ","
                  Nabeel Qureshi "
"
              The Colony
            ","
                Sally Denton "
"
              Traitor King
            ","
                  Andrew Lownie "
"
              There Was a Little Girl
            ","
                Brooke Shields "
"
              Hyperbole and a Half
            ","
                Allie Brosh "
"
              Girls Can Kiss Now: Essays
            ","
                  Jill Gutowitz "
"
              Messy Roots
            ","
                  Laura Gao "
"
              Riverman
            ","
                  Ben McGrath "
"
              Simple Passion
            ","
                  Annie Ernaux "
"
              And Away...
            ","
                  Bob Mortimer "
"
              Sink
            ","
                  Joseph Earl Thomas "
"
              Peril
            ","
                  Bob Woodward "
"
              Sink
            ","
                Joseph Earl Thomas "
"
              I Am, I Am, I Am
            ","
                Maggie O'Farrell "
"
              The Reason I Jump
            ","
                  Naoki Higashida "
"
              The Orchid Thief
            ","
                Susan Orlean "
"
              The Pope at War
            ","
                David I. Kertzer "
"
              What Were the Salem Witch...
            ","
                  Joan Holub "
"
              Creativity, Inc.
            ","
                  Ed Catmull "
"
              Strange Fruit
            ","
                  Gary Golio "
"
              The Diana Chronicles
            ","
                  Tina Brown "
"
              Bad Sex
            ","
                Nona Willis Aronowitz "
"
              The Answer Is . . .
            ","
                  Alex Trebek "
"
              The Undocumented Americans
            ","
                  Karla Cornejo Villavicencio "
"
              Maybe You Should Talk to Someone
            ","
                Lori Gottlieb "
"
              Sonia Sotomayor
            ","
                Sylvia Mendoza "
"
              Why Didn't You Tell Me?
            ","
                Carmen Rita Wong "
"
              Silent Sisters: a True Story
            ","
                  Ann Cusack "
"
              Straight Shooter: a Memoir of...
            ","
                Stephen A. Smith "
"
              Notes on Grief
            ","
                Chimamanda Ngozi Adichie "
"
              A Mother's Reckoning
            ","
                  Sue Klebold "
"
              Nobody Will Tell You This But Me
            ","
                Bess Kalb "
"
              The Rainbow Comes and Goes
            ","
                  Anderson Cooper "
"
              Brave Companions
            ","
                  David McCullough "
"
              The Lost Boy
            ","
                Dave Pelzer "
"
              Leave Only Footprints
            ","
                  Conor Knighton "
"
              The Lost Boys of Montauk
            ","
                  Amanda M. Fairbanks "
"
              The Boy Who Harnessed the Wind
            ","
                  William Kamkwamba "
"
              Theft by Finding
            ","
                David Sedaris "
"
              It's a Long Story
            ","
                  Willie Nelson "
"
              Anne Frank Remembered
            ","
                  Miep Gies "
"
              Putin's People
            ","
                  Catherine Belton "
"
              Elena Vanishing
            ","
                  Elena Dunkle "
"
              Sea Stories
            ","
                  Admiral William H. McRaven "
"
              LeBron James
            ","
                  Justine Ciovacco "
"
              The Education of an Idealist
            ","
                  Samantha Power "
"
              The Last Days of John Lennon
            ","
                  James Patterson "
"
              Hollywood Park
            ","
                  Mikel Jollett "
"
              Basketball's Greatest Players
            ","
                S. A. Kramer "
"
              Becoming Duchess Goldblatt
            ","
                  Anonymous "
"
              Lost in the Valley of Death
            ","
                  Harley Rustad "
"
              Normal Family
            ","
                Chrysta Bilton "
"
              Madame Fourcade's Secret War
            ","
                Lynne Olson "
"
              On Animals
            ","
                  Susan Orlean "
"
              The Woman Who Smashed Codes
            ","
                Jason Fagone "
"
              The Pale-Faced Lie
            ","
                  David Crow "
"
              Dolly Parton, Songteller
            ","
                  Dolly Parton "
"
              This Is How
            ","
                  Augusten Burroughs "
"
              Acceptance
            ","
                Emi Nietfeld "
"
              Hold the Line: the...
            ","
                  Michael Fanone "
"
              Gratitude
            ","
                  Oliver Sacks "
"
              Dreams from My Father
            ","
                Barack Obama "
"
              Who Is Malala Yousafzai?
            ","
                  Dinah Brown "
"
              Walking in My Joy
            ","
                  Jenifer Lewis "
"
              Red Comet
            ","
                  Heather Clark "
"
              Lily's Promise
            ","
                  Lily Ebert "
"
              SEAL Team Six
            ","
                  Howard E. Wasdin "
"
              The Zen of Therapy
            ","
                Mark Epstein, M.D. "
"
              The Wild Silence
            ","
                Raynor Winn "
"
              Fear
            ","
                  Bob Woodward "
"
              Mountains Beyond Mountains
            ","
                Tracy Kidder "
"
              Scenes from My Life
            ","
                  Michael K. Williams "
"
              Nowhere Girl
            ","
                Cheryl Diamond "
"
              The Daughters of Yalta
            ","
                  Catherine Grace Katz "
"
              Heiresses
            ","
                Laura Thompson "
"
              Boy
            ","
                  Roald Dahl "
"
              Long Walk to Freedom
            ","
                Nelson Mandela "
"
              My Mess Is a Bit of a Life
            ","
                  Georgia Pritchett "
"
              Who Was Princess Diana?
            ","
                  Ellen Labrecque "
"
              No Time Like the Future
            ","
                Michael J. Fox "
"
              The Man Who Solved the Market
            ","
                  Gregory Zuckerman "
"
              Cleopatra
            ","
                Stacy Schiff "
"
              Wild Game
            ","
                Adrienne Brodeur "
"
              American Lion
            ","
                  Jon Meacham "
"
              To Shake the Sleeping Self
            ","
                  Jedidiah Jenkins "
"
              I am Anne Frank
            ","
                  Brad Meltzer "
"
              All Things Bright and Beautiful
            ","
                James Herriot "
"
              A Long Way Gone
            ","
                  Ishmael Beah "
"
              The Genius of Birds
            ","
                Jennifer Ackerman "
"
              One Damn Thing After Another
            ","
                  William P. Barr "
"
              The Rural Diaries
            ","
                  Hilarie Burton "
"
              The World I Live In
            ","
                Helen Keller "
"
              Normal Family
            ","
                  Chrysta Bilton "
"
              The Good Neighbor
            ","
                Maxwell King "
"
              Life Undercover
            ","
                  Amaryllis Fox "
"
              A Place in the World
            ","
                Frances Mayes "
"
              I Know Why the Caged Bird Sings
            ","
                  Maya Angelou "
"
              The Ghosts of Eden Park
            ","
                  Karen Abbott "
"
              How Do I Un-Remember This?
            ","
                  Danny Pellegrino "
"
              I am Walt Disney
            ","
                  Brad Meltzer "
"
              The Romanovs
            ","
                  Simon Sebag Montefiore "
"
              Into the Forest
            ","
                Rebecca Frankel "
"
              Thomas Jefferson and the...
            ","
                  Brian Kilmeade "
"
              Come Fly the World
            ","
                  Julia Cooke "
"
              H Is for Hawk
            ","
                  Helen Macdonald "
"
              The Zen of Therapy
            ","
                  Mark Epstein, M.D. "
"
              Committed
            ","
                  Elizabeth Gilbert "
"
              The Rise of Theodore Roosevelt
            ","
                  Edmund Morris "
"
              I'm Still Here
            ","
                Austin Channing Brown "
"
              Tell Me More
            ","
                  Kelly Corrigan "
"
              Spearhead
            ","
                  Adam Makos "
"
              Red Comet
            ","
                Heather Clark "
"
              Joseph Smith
            ","
                  Richard Lyman Bushman "
"
              The American Indian Rights...
            ","
                Eric Braun "
"
              All-American Murder
            ","
                  James Patterson "
"
              Big Friendship
            ","
                  Aminatou Sow "
"
              It Worked For Me
            ","
                  Colin Powell "
"
              The Devil's Highway
            ","
                  Luis Alberto Urrea "
"
              Alexander Hamilton
            ","
                  Ron Chernow "
"
              All Things Wise and Wonderful
            ","
                James Herriot "
"
              Narrative of the Life of...
            ","
                  Frederick Douglass "
"
              Drum Dream Girl
            ","
                  Margarita Engle "
"
              The Book of Eels
            ","
                  Patrik Svensson "
"
              Martin Luther
            ","
                  Eric Metaxas "
"
              Lightning Down
            ","
                Tom Clavin "
"
              Medical Apartheid
            ","
                Harriet A. Washington "
"
              Bourdain
            ","
                  Laurie Woolever "
"
              Fox & I
            ","
                  Catherine Raven "
"
              Great Adventurers
            ","
                  David Angus "
"
              Zealot
            ","
                Reza Aslan "
"
              South and West
            ","
                  Joan Didion "
"
              To Heaven and Back
            ","
                Mary C. Neal, M.D. "
"
              Elvis and Me
            ","
                Priscilla Beaulieu Presley "
"
              Red Roulette: an Insider's...
            ","
                Desmond Shum "
"
              Rocket Boys
            ","
                Homer Hickam "
"
              The Unexpected Spy
            ","
                  Tracy Walder "
"
              The Vanity Fair Diaries
            ","
                  Tina Brown "
"
              The Reckoning
            ","
                  Mary L. Trump "
"
              Save Me the Plums
            ","
                Ruth Reichl "
"
              Playing with Myself
            ","
                  Randy Rainbow "
"
              Love Warrior
            ","
                  Glennon Doyle "
"
              Heart Berries
            ","
                Terese Marie Mailhot "
"
              Madame Fourcade's Secret War
            ","
                  Lynne Olson "
"
              Symphony for the City of the...
            ","
                M. T. Anderson "
"
              Lightning Down
            ","
                  Tom Clavin "
"
              Hungry Heart: Adventures in...
            ","
                  Jennifer Weiner "
"
              The Girls of Atomic City
            ","
                Denise Kiernan "
"
              The Collected Schizophrenias
            ","
                Esmé Weijun Wang "
"
              Seven Fallen Feathers
            ","
                Tanya Talaga "
"
              The Devil's Highway
            ","
                Luis Alberto Urrea "
"
              We Have Always Been Here
            ","
                  Samra Habib "
"
              1776
            ","
                  David McCullough "
"
              Meghan
            ","
                  Andrew Morton "
"
              Prince Charles
            ","
                Sally Bedell Smith "
"
              Everything I Know About Love
            ","
                Dolly Alderton "
"
              Uncanny Valley
            ","
                Anna Wiener "
"
              Three Ordinary Girls
            ","
                Tim Brady "
"
              Capote's Women
            ","
                Laurence Leamer "
"
              The Family Romanov
            ","
                Candace Fleming "
"
              Mom & Me & Mom
            ","
                  Maya Angelou "
"
              Beautiful Boy
            ","
                  David Sheff "
"
              West with the Night
            ","
                Beryl Markham "
"
              Orange Is the New Black
            ","
                Piper Kerman "
"
              I Was Told There'd Be Cake
            ","
                  Sloane Crosley "
"
              Year of No Sugar
            ","
                Eve Schaub "
"
              Leave Only Footprints
            ","
                Conor Knighton "
"
              Thomas Jefferson
            ","
                Jon Meacham "
"
              From Here to Eternity
            ","
                  Caitlin Doughty "
"
              Where Men Win Glory
            ","
                Jon Krakauer "
"
              Hero of Two Worlds
            ","
                  Mike Duncan "
"
              This Is Going to Hurt
            ","
                Adam Kay "
"
              Led Zeppelin
            ","
                Bob Spitz "
"
              Unthinkable
            ","
                  Jamie Raskin "
"
              Leaving Isn't the Hardest Thing
            ","
                Lauren Hough "
"
              Drowned City
            ","
                Don Brown "
"
              Orwell's Roses
            ","
                Rebecca Solnit "
"
              The End of Normal
            ","
                  Stephanie Madoff Mack "
"
              Just Tyrus: a Memoir
            ","
                Tyrus "
"
              Four Hundred Souls
            ","
                  Ibram X. Kendi "
"
              Beautiful Boy
            ","
                David Sheff "
"
              Eat a Peach
            ","
                  David Chang "
"
              Eat, Pray, #FML
            ","
                  Gabrielle Stone "
"
              Boys in the Trees
            ","
                  Carly Simon "
"
              Directed by James Burrows
            ","
                  James Burrows "
"
              Yes Please
            ","
                Amy Poehler "
"
              Becoming Bulletproof
            ","
                  Evy Poumpouras "
"
              The Lost Boys of Montauk
            ","
                Amanda M. Fairbanks "
"
              Audition
            ","
                Barbara Walters "
"
              An Unquiet Mind
            ","
                  Kay Redfield Jamison "
"
              Breaking History
            ","
                  Jared Kushner "
"
              The Years
            ","
                  Annie Ernaux "
"
              The Crane Wife
            ","
                CJ Hauser "
"
              Mornings on Horseback
            ","
                David McCullough "
"
              The Undocumented Americans
            ","
                Karla Cornejo Villavicencio "
"
              When a Killer Calls
            ","
                  John E. Douglas "
"
              Killing Crazy Horse
            ","
                  Bill O'Reilly "
"
              Paris in Love
            ","
                Eloisa James "
"
              The Innovators
            ","
                Walter Isaacson "
"
              Valiant Ambition
            ","
                  Nathaniel Philbrick "
"
              A Serial Killer's Daughter
            ","
                  Kerri Rawson "
"
              Filthy Rich
            ","
                  James Patterson "
"
              Shrill
            ","
                Lindy West "
"
              Call the Nurse
            ","
                  Mary J. MacLeod "
"
              Last Boat Out of Shanghai
            ","
                  Helen Zia "
"
              Who Is Bill Gates?
            ","
                  Patricia Brennan Demuth "
"
              Is This Anything?
            ","
                Jerry Seinfeld "
"
              Furious Hours
            ","
                Casey Cep "
"
              Truly, Madly
            ","
                Stephen Galloway "
"
              If We Break
            ","
                Kathleen Buhle "
"
              Red Scarf Girl
            ","
                Ji-li Jiang "
"
              Orange Is the New Black
            ","
                  Piper Kerman "
"
              Never Simple
            ","
                  Liz Scheier "
"
              Brief Answers to the Big...
            ","
                Stephen Hawking "
"
              First, We Make the Beast...
            ","
                Sarah Wilson "
"
              Torpedoed
            ","
                  Deborah Heiligman "
"
              The Hare with Amber Eyes
            ","
                  Micheal Maloney "
"
              To Shake the Sleeping Self
            ","
                Jedidiah Jenkins "
"
              On Animals
            ","
                Susan Orlean "
"
              Tough
            ","
                  Terry Crews "
"
              Off with My Head
            ","
                  Stassi Schroeder "
"
              Pilgrim at Tinker Creek
            ","
                Annie Dillard "
"
              Too Much and Never Enough
            ","
                  Mary L. Trump "
"
              We Were Eight Years in Power
            ","
                  Ta-Nehisi Coates "
"
              The Beautiful Ones
            ","
                  Prince "
"
              Mobituaries
            ","
                  Mo Rocca "
"
              Chase Darkness with Me
            ","
                  Billy Jensen "
"
              The Other Side of the Coin
            ","
                Angela Kelly "
"
              Deaf Utopia
            ","
                  Nyle DiMarco "
"
              The Lyrics
            ","
                  Paul McCartney "
"
              Victoria
            ","
                Julia Baird "
"
              A Life in Parts
            ","
                  Bryan Cranston "
"
              Things My Son Needs to Know...
            ","
                Fredrik Backman "
"
              Good Night Stories for Rebel...
            ","
                  Elena Favilli "
"
              How Stella Learned to Talk
            ","
                  Christina Hunger "
"
              Who Was King Tut?
            ","
                  Roberta Edwards "
"
              Last Boat Out of Shanghai
            ","
                Helen Zia "
"
              The Fact of a Body
            ","
                  Alex MARZANO-LESNEVICH "
"
              Who Was Michael Jackson?
            ","
                  Megan Stine "
"
              It Was Me All Along
            ","
                Andie Mitchell "
"
              The Wolf of Wall Street
            ","
                Jordan Belfort "
"
              Corrections in Ink
            ","
                Keri Blakinger "
"
              Orwell's Roses
            ","
                  Rebecca Solnit "
"
              Dirt
            ","
                Bill Buford "
"
              His Name Is George Floyd...
            ","
                  Robert Samuels "
"
              Born to Run
            ","
                Bruce Springsteen "
"
              Martin Luther
            ","
                Eric Metaxas "
"
              In Pieces
            ","
                Sally Field "
"
              The Book of Charlie
            ","
                  David Von Drehle "
"
              Seriously...I'm Kidding
            ","
                  Ellen DeGeneres "
"
              Overdue
            ","
                  Amanda Oliver "
"
              The Vanity Fair Diaries
            ","
                Tina Brown "
"
              Tender at the Bone
            ","
                Ruth Reichl "
"
              Who Was Roald Dahl?
            ","
                  True Kelley "
"
              Miss Me With That
            ","
                  Rachel Lindsay "
"
              Three Cups of Tea
            ","
                  Greg Mortenson "
"
              Men We Reaped
            ","
                Jesmyn Ward "
"
              I am Albert Einstein
            ","
                  Brad Meltzer "
"
              Autobiography of Mark Twain,...
            ","
                  Mark Twain "
"
              Eleanor
            ","
                  David Michaelis "
"
              Meet the Frugalwoods
            ","
                  Elizabeth Willard Thames "
"
              The Nazi Officer's Wife
            ","
                  Edith Hahn Beer "
"
              Einstein
            ","
                Walter Isaacson "
"
              Never Caught
            ","
                  Erica Armstrong Dunbar "
"
              Frederick Douglass
            ","
                David W. Blight "
"
              The Pigeon Tunnel
            ","
                  John le Carré "
"
              Elderhood
            ","
                Louise Aronson "
"
              A Beautiful Mind
            ","
                  Sylvia Nasar "
"
              Finding Freedom
            ","
                  Omid Scobie "
"
              Hot and Bothered
            ","
                Jancee Dunn "
"
              Blood in the Garden: the...
            ","
                Chris Herring "
"
              The Road to Jonestown: Jim...
            ","
                Jeff Guinn "
"
              Blood, Bones & Butter
            ","
                Gabrielle Hamilton "
"
              Rough Draft
            ","
                  Katy Tur "
"
              Benjamin Franklin: an...
            ","
                  Walter Isaacson "
"
              The Billionaire Murders
            ","
                Kevin Donovan "
"
              The Killer's Shadow
            ","
                  John E. Douglas "
"
              Keep Moving: Notes on Loss,...
            ","
                  Maggie Smith "
"
              Killing Patton
            ","
                  Bill O'Reilly "
"
              How to Be a Good Creature
            ","
                  Sy Montgomery "
"
              Pride
            ","
                  Rob Sanders "
"
              Outcasts United
            ","
                Warren St. John "
"
              Leaving Isn't the Hardest Thing
            ","
                  Lauren Hough "
"
              Unfinished
            ","
                  Priyanka Chopra Jonas "
"
              The Lonely City
            ","
                Olivia Laing "
"
              The Crane Wife
            ","
                  CJ Hauser "
"
              Life Undercover
            ","
                Amaryllis Fox "
"
              Endurance
            ","
                Scott Kelly "
"
              Being Jazz
            ","
                Jazz Jennings "
"
              Brat
            ","
                Andrew McCarthy "
"
              Of Thee I Sing
            ","
                  Barack Obama "
"
              Drinking
            ","
                Caroline Knapp "
"
              If I Knew Then
            ","
                  Jann Arden "
"
              American Fire
            ","
                Monica Hesse "
"
              Poet Warrior
            ","
                Joy Harjo "
"
              Where I Was From
            ","
                Joan Didion "
"
              Diary of a Misfit
            ","
                Casey Parks "
"
              A Burst of Light
            ","
                  Audre Lorde "
"
              The Ugly Cry
            ","
                Danielle Henderson "
"
              I am Amelia Earhart
            ","
                  Brad Meltzer "
"
              Daughters of the Flower...
            ","
                Zhuqing Li "
"
              Scenes from My Life
            ","
                  Michael K. Williams "
"
              What I Was Doing While You...
            ","
                Kristin Newman "
"
              Diary of a Misfit
            ","
                  Casey Parks "
"
              Medium Raw
            ","
                Anthony Bourdain "
"
              Everyone You Hate Is Going to...
            ","
                  Daniel Sloss "
"
              Life's Work
            ","
                David Milch "
"
              The Bright Hour
            ","
                  Nina Riggs "
"
              The Magical Language of Others
            ","
                E. J. Koh "
"
              The Three Mothers
            ","
                Anna Malaika Tubbs "
"
              The Sound of a Wild Snail Eating
            ","
                Elisabeth Tova Bailey "
"
              The World Cup
            ","
                  Matt Doeden "
"
              Truly, Madly
            ","
                  Stephen Galloway "
"
              Same Kind of Different As Me
            ","
                  Ron Hall "
"
              To Rescue the Republic
            ","
                  Bret Baier "
"
              All In
            ","
                  Billie Jean King "
"
              In the Margins
            ","
                  Elena Ferrante "
"
              Life Will Be the Death of Me
            ","
                Chelsea Handler "
"
              Girl Walks into a Bar...
            ","
                  Rachel Dratch "
"
              The Beauty of Living Twice
            ","
                Sharon Stone "
"
              The Emergency
            ","
                  Thomas Fisher "
"
              Never Enough
            ","
                  Judith Grisel "
"
              Landslide
            ","
                  Michael Wolff "
"
              Einstein: His Life and Universe
            ","
                  Walter Isaacson "
"
              Code Name: Lise: the True...
            ","
                  Larry Loftis "
"
              High Achiever
            ","
                Tiffany Jenkins "
"
              A Mother's Reckoning
            ","
                  Sue Klebold "
"
              Traveling with Pomegranates
            ","
                  Sue Monk Kidd "
"
              Shakespeare
            ","
                  Bill Bryson "
"
              Talking to Canadians
            ","
                  Rick Mercer "
"
              The Chiffon Trenches
            ","
                André Leon Talley "
"
              Animal, Vegetable, Miracle
            ","
                  Barbara Kingsolver "
"
              Fearless
            ","
                  Eric Blehm "
"
              Bad City
            ","
                Paul Pringle "
"
              Here for It
            ","
                  R. Eric Thomas "
"
              Desert Solitaire
            ","
                Edward Abbey "
"
              If You Ask Me
            ","
                  Betty White "
"
              Soul Surfer
            ","
                  Bethany Hamilton "
"
              Becoming Duchess Goldblatt
            ","
                  Anonymous "
"
              Elizabeth & Margaret
            ","
                Andrew Morton "
"
              My Beloved World
            ","
                Sonia Sotomayor "
"
              Frontier Follies
            ","
                  Ree Drummond "
"
              Who Were the Beatles?
            ","
                  Geoff Edgers "
"
              Sex Cult Nun
            ","
                Faith Jones "
"
              I Might Regret This
            ","
                  Abbi Jacobson "
"
              The Less People Know About Us
            ","
                  Axton Betz-Hamilton "
"
              This Will Only Hurt a Little
            ","
                  Busy Philipps "
"
              Seabiscuit
            ","
                Laura Hillenbrand "
"
              Boldly Go
            ","
                  William Shatner "
"
              Sisters First
            ","
                  Jenna Bush Hager "
"
              A Million Little Pieces
            ","
                James Frey "
"
              Scoundrel
            ","
                Sarah Weinman "
"
              Three Girls from Bronzeville
            ","
                  Dawn Turner "
"
              Meet the Frugalwoods
            ","
                Elizabeth Willard Thames "
"
              Admissions
            ","
                Kendra James "
"
              The End of Your Life Book Club
            ","
                  Will Schwalbe "
"
              README.txt
            ","
                  Chelsea Manning "
"
              Susan, Linda, Nina & Cokie
            ","
                Lisa Napoli "
"
              Growing Up Biden
            ","
                  Valerie Biden Owens "
"
              Professional Troublemaker
            ","
                Luvvie Ajayi Jones "
"
              Five Presidents
            ","
                  Clint Hill "
"
              I am Jackie Robinson
            ","
                  Brad Meltzer "
"
              Bully Market: My Story of...
            ","
                Jamie Fiore Higgins "
"
              Naturally Tan
            ","
                  Tan France "
"
              All Signs Point to Paris
            ","
                Natasha Sizlo "
"
              Queen of Our Times
            ","
                Robert Hardman "
"
              I am Helen Keller
            ","
                  Brad Meltzer "
"
              There Are No Grown-ups
            ","
                Pamela Druckerman "
"
              A Field Guide to Getting Lost
            ","
                Rebecca Solnit "
"
              The Romanov Sisters
            ","
                  Helen Rappaport "
"
              Call Sign Chaos
            ","
                  Jim Mattis "
"
              Advice Not Given
            ","
                  Mark Epstein, M.D. "
"
              Unfinished
            ","
                Priyanka Chopra Jonas "
"
              A Killer by Design
            ","
                  Ann Wolbert Burgess "
"
              Hidden Figures Young Readers'...
            ","
                  Margot Lee Shetterly "
"
              Rage
            ","
                Bob Woodward "
"
              Not That Bad
            ","
                  Roxane Gay "
"
              Let Me Tell You What I Mean
            ","
                Joan Didion "
"
              The Castle on Sunset
            ","
                Shawn Levy "
"
              Thomas Jefferson and the...
            ","
                  Brian Kilmeade "
"
              Not My First Rodeo
            ","
                Kristi Noem "
"
              The Premonitions Bureau
            ","
                  Sam Knight "
"
              A Most Remarkable Creature
            ","
                  Jonathan Meiburg "
"
              The Boy on the Wooden Box
            ","
                  Leon Leyson "
